A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,Q260: Sex,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q287: Social class (subjective),Counts,Q2: Important in life: Friends,Q3: Important in life: Leisure time,Q4: Important in life: Politics,Q5: Important in life: Work,Q6: Important in life: Religion,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q20: Neighbors: People who have AIDS,Q21: Neighbors: Immigrants/foreign workers,Q22: Neighbors: Homosexuals,Q23: Neighbors: People of a different religion,Q24: Neighbors: Heavy drinkers,Q25: Neighbors: Unmarried couples living together,Q26: Neighbors: People who speak a different language,Q27: One of main goals in life has been to make my parents proud,Q28: Pre-school child suffers with working mother,Q29: Men make better political leaders than women do,Q30: University is more important for a boy than for a girl,Q31: Men make better business executives than women do,Q32: Being a housewife just as fulfilling,Q33: Jobs scarce: Men should have more right to a job than women,Q34: Jobs scarce: Employers should give priority to (nation) people than immigrants,Q35: Problem if women have more income than husband,Q36: Homosexual couples are as good parents as other couples,Q37: Duty towards society to have children,Q38: It is children duty to take care of ill parent,Q39: People who don't work turn lazy,Q40: Work is a duty towards society,Q41: Work should  always come first even if it means less spare time,Q42: Basic kinds of attitudes concerning society,Q43: Future changes: Less importance placed on work,Q44: Future changes: More emphasis on technology,Q45: Future changes: Greater respect for authority,Q58: Trust: Your family,Q59: Trust: Your neighborhood,Q60: Trust: People you know personally,Q61: Trust: People you meet for the first time,Q62: Trust: People of another religion,Q63: Trust: People of another nationality,Q64: Confidence: Churches,Q65: Confidence: Armed Forces,Q66: Confidence: The Press,Q67: Confidence: Television,Q68: Confidence: Labor Unions,Q69: Confidence: The Police,Q70: Confidence: Justice System/Courts,Q71: Confidence: The Government,Q72: Confidence: The Political Parties,Q73: Confidence: Parliament,Q74: Confidence: The Civil Services,Q75: Confidence: Universities,Q76: Confidence: Elections,Q77: Confidence: Major Companies,Q78: Confidence: Banks,Q79: Confidence: The Environmental Protection Movement,Q80: Confidence: The Women's Movement,Q81: Confidence: Charitable or humanitarian organizations,Q82: Confidence: Major regional organization (combined from country-specific),Q83: Confidence: The United Nations (UN),Q84: Confidence: International Monetary Found (IMF),Q85: Confidence: International Criminal Court (ICC),Q86: Confidence: North Atlantic Treaty Organization (NATO),Q87: Confidence: The World Bank (WB),Q88: Confidence: The World Health Organization (WHO),Q89: Confidence: The World Trade Organization (WTO),Q90: International organizations: being effective vs being democratic,Q106: Incomes should be made more equal vs There should be greater incentives for individual effort,Q107: Private vs state ownership of business,Q108: Government's vs individual's responsibility,Q109: Competition good or harmful,Q110: Success: hard work vs luck,Q111: Protecting environment vs. Economic growth,Q112: Perceptions of corruption in the country,Q113: Involved in corruption: State authorities,Q114: Involved in corruption: Business executives,Q115: Involved in corruption: Local authorities,Q116: Involved in corruption: Civil service providers,Q117: Involved in corruption: Journalists and media,"Q119: Degree of agreement: On the whole, women are less corrupt than men",Q120: Risk to be held accountable for giving or receiving a bribe,Q121: Impact of immigrants on the development of the country,Q122: Immigration in your country: Fills useful jobs in the workforce,Q123: Immigration in your country: Strengthens cultural diversity,Q124: Immigration in your country: Increases the crime rate,Q125: Immigration in your country: Gives asylum to political refugees,Q126: Immigration in your country: Increases the risks of terrorism,Q127: Immigration in your country: Helps poor people establish new lives,Q128: Immigration in your country: Increases unemployment,Q129: Immigration in your country: Leads to social conflict,Q130: Immigration policy preference,Q142: Worries: Losing my job or not finding a job,Q143: Worries: Not being able to give one's children a good education,Q149: Freedom and Equality - Which more important,Q150: Freedom and security - Which more important,Q151: Willingness to fight for country,Q152: Aims of country: first choice,Q153: Aims of country: second choice,Q154: Aims of respondent: first choice,Q155: Aims of respondent: second choice,Q156: Most important: first choice,Q157: Most important: second choice,"Q158: Science and technology are making our lives healthier, easier, and more comfortable","Q159: Because of science and technology, there will be more opportunities for the next generation",Q160: We depend too much on science and not enough on faith,Q161: One of the bad effects of science is that it breaks down people’s ideas of right and wrong,Q162: It is not important for me to know about science in my daily life,"Q163: The world is better off, or worse off, because of science and technology",Q164: Importance of God,Q165: Believe in: God,Q166: Believe in: life after death,Q167: Believe in: hell,Q168: Believe in: heaven,Q176: Degree of agreement: Nowadays one often has trouble deciding which moral rules are the right ones to follow,Q177: Justifiable: Claiming government benefits to which you are not entitled,Q178: Justifiable: Avoiding a fare on public transport,Q179: Justifiable: Stealing property,Q180: Justifiable: Cheating on taxes,Q181: Justifiable: Someone accepting a bribe in the course of their duties,Q182: Justifiable: Homosexuality,Q183: Justifiable: Prostitution,Q184: Justifiable: Abortion,Q185: Justifiable: Divorce,Q186: Justifiable: Sex before marriage,Q187: Justifiable: Suicide,Q188: Justifiable: Euthanasia,Q189: Justifiable: For a man to beat his wife,Q190: Justifiable: Parents beating children,Q191: Justifiable: Violence against other people,"Q192: Justifiable: Terrorism as a political, ideological or religious mean",Q193: Justifiable: Having casual sex,Q194: Justifiable: Political violence,Q195: Justifiable: Death penalty,Q196: Government has the right: Keep people under video surveillance in public areas,Q197: Government has the right: Monitor all e-mails and any other information exchanged on the Internet,Q198: Government has the right: Collect information about anyone living in [COUNTRY] without their knowledge,Q224: How often in country's elections: Votes are counted fairly,Q225: How often in country's elections: Opposition candidates are prevented from running,Q226: How often in country's elections: TV news favors the governing party,Q227: How often in country's elections: Voters are bribed,Q228: How often in country's elections: Journalists provide fair coverage of elections,Q229: How often in country's elections: Election officials are fair,Q230: How often in country's elections: Rich people buy elections,Q231: How often in country's elections: Voters are threatened with  violence at the polls,Q232: How often in country's elections: Voters are offered a genuine choice in the elections,Q233: How often in country's elections: Women have equal opportunities to run the office,Q234: Some people think that having honest elections makes a lot of difference in their lives;  other people think that it doesn’t matter much,Q235: Political system: Having a strong leader who does not have to bother with parliament and elections,"Q236: Political system: Having experts, not government, make decisions according to what they think is best for the country",Q237: Political system: Having the army rule,Q238: Political system: Having a democratic political system,Q239: Political system: Having a system governed by religious law in which there are no political parties or elections,Q241: Democracy: Governments tax the rich and subsidize the poor,Q242: Democracy: Religious authorities interpret the laws,Q243: Democracy: People choose their leaders in free elections,Q244: Democracy: People receive state aid for unemployment,Q245: Democracy: The army takes over when government is incompetent,Q246: Democracy: Civil rights protect people’s liberty against oppression,Q247: Democracy: The state makes people's incomes equal,Q248: Democracy: People obey their rulers,Q249: Democracy: Women have the same rights as men
2023,India,IN-BR Bihar,Rural,Female,16-24,Hindi,Single,Higher,Lower middle class,4,Very important,Very important,Not very important,Very important,Very important,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Don't know,Don't know,Not mentioned,Agree strongly,Agree,Agree,Agree,Agree,Agree,Agree,Agree strongly,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree or disagree,Agree,Neither agree nor disagree,The entire way our society is organized must be radically changed by revolutionary action,Bad thing,Good thing,Bad thing,Trust completely,Trust completely,Trust somewhat,Do not trust at all,Do not trust at all,Do not trust very much,A great deal,A great deal,Quite a lot,A great deal,A great deal,A great deal,A great deal,A great deal,Not very much,A great deal,A great deal,Quite a lot,Quite a lot,Quite a lot,A great deal,A great deal,Quite a lot,A great deal,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,A great deal,A great deal,Quite a lot,Being democratic,There should be greater incentives for individual effort,8,9,8,9,Protecting environment,10 There is abundant corruption in my country,Few of them,Most of them,Few of them,Few of them,Few of them,Agree,Very high risk,Quite good,Hard to say,Disagree,Agree,Hard to say,Agree,Agree,Agree,Hard to say,Let people come as long as there are jobs available,Very much,Very much,Equality,Freedom,Yes,A high level of economic growth,Seeing that people have more say about how  are done at their jobs and in their communities,Maintaining order in the nation,Fighting rising prices,A stable economy,Progress toward a less impersonal and more humane  society,Completely agree,8,Completely agree,8,9,9,8,Yes,No,Don't know,Don't know,Completely disagree,2,2,3,Never justifiable,3,Never justifiable,Never justifiable,Never justifiable,Never justifiable,2,Never justifiable,2,Never justifiable,Never justifiable,2,Never justifiable,2,2,Never justifiable,Definitely should have the right,Definitely should have the right,Probably should have the right,Very often,Not often,Fairly often,Not often,Very often,Very often,Very often,Fairly often,Very often,Fairly often,Rather important,Very good,Fairly good,Fairly bad,Fairly good,Bad,7,7,8,9,8,7,7,8,7
2023,India,IN-BR Bihar,Rural,Female,16-24,Hindi,Single,Middle,Lower middle class,9,Very important,Very important,Not at all important,Very important,Very important,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Agree strongly,Agree,Agree,Strongly disagree,Agree,Agree strongly,Neither agree nor disagree,Agree strongly,Agree,Agree,Agree,Agree strongly,Strongly agree,Strongly agree,Agree strongly,Our society must be gradually improved by reforms,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Do not trust at all,Do not trust very much,A great deal,A great deal,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,A great deal,Quite a lot,A great deal,Quite a lot,A great deal,Quite a lot,A great deal,Quite a lot,A great deal,Quite a lot,A great deal,Quite a lot,A great deal,Being democratic,There should be greater incentives for individual effort,8,People should take more responsibility to provide for themselves,8,9,Economy growth and creating jobs,10 There is abundant corruption in my country,Most of them,Most of them,Most of them,Most of them,Few of them,Agree,Very high risk,Quite good,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Hard to say,Prohibit people coming here from other countries,Very much,A great deal,Freedom,Security,Yes,A high level of economic growth,A high level of economic growth,Maintaining order in the nation,Fighting rising prices,A stable economy,Progress toward a society in which Ideas count more than money,Completely agree,8,7,8,Completely agree,A lot better off,8,Yes,Yes,No,No,Completely disagree,2,3,2,2,3,Don't know,Don't know,Don't know,2,Don't know,Never justifiable,3,Never justifiable,3,3,Never justifiable,Don't know,Never justifiable,Never justifiable,Definitely should have the right,Probably should have the right,Probably should have the right,Very often,Not at all often,Fairly often,Fairly often,Fairly often,Very often,Very often,Not at all often,Very often,Fairly often,Very important,Very good,Fairly good,Very bad,Very good,Bad,9,8,6,7,Not an essential characteristic of democracy,8,5,5,5
2023,India,IN-BR Bihar,Rural,Female,25-34,Hindi,Married,Higher,Lower middle class,5,Very important,Very important,Very important,Very important,Very important,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Not mentioned,Agree strongly,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree strongly,Agree,Strongly agree,Agree,The entire way our society is organized must be radically changed by revolutionary action,Good thing,Good thing,Good thing,Trust completely,Trust completely,Do not trust very much,Do not trust very much,Do not trust at all,Do not trust very much,A great deal,A great deal,A great deal,Not very much,A great deal,A great deal,A great deal,A great deal,Not very much,A great deal,A great deal,Quite a lot,Not very much,Quite a lot,A great deal,Quite a lot,Quite a lot,Not very much,Quite a lot,Quite a lot,A great deal,A great deal,Quite a lot,Quite a lot,A great deal,A great deal,7,There should be greater incentives for individual effort,8,8,8,6,Protecting environment,10 There is abundant corruption in my country,Few of them,Most of them,Most of them,Most of them,Few of them,Agree,Very high risk,Quite good,Hard to say,Agree,Hard to say,Disagree,Agree,Agree,Agree,Hard to say,Let people come as long as there are jobs available,A great deal,A great deal,Equality,Freedom,Yes,A high level of economic growth,A high level of economic growth,Fighting rising prices,Maintaining order in the nation,A stable economy,A stable economy,9,8,9,8,8,9,7,Yes,Yes,No,No,Completely disagree,Never justifiable,Never justifiable,3,2,3,3,Never justifiable,Never justifiable,Never justifiable,2,Never justifiable,2,Never justifiable,Never justifiable,2,Never justifiable,2,2,2,Definitely should have the right,Probably should have the right,Definitely should have the right,Very often,Fairly often,Not often,Fairly often,Fairly often,Fairly often,Not often,Fairly often,Not often,Fairly often,Rather important,Very good,Fairly good,Very good,Fairly good,Very good,8,9,8,3,8,An essential characteristic of democracy,8,9,8
2023,India,IN-BR Bihar,Rural,Female,45-54,Hindi,Married,Middle,Lower middle class,4,Very important,Very important,Not at all important,Very important,Very important,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Agree strongly,Agree strongly,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree strongly,Our present society must be valiantly defended against all subversive forces,Bad thing,Don't mind,Good thing,Trust completely,Trust completely,Trust somewhat,Trust completely,Do not trust at all,Do not trust at all,A great deal,A great deal,Quite a lot,Not very much,A great deal,Quite a lot,Quite a lot,Quite a lot,Quite a lot,A great deal,A great deal,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,A great deal,Quite a lot,A great deal,A great deal,Quite a lot,A great deal,A great deal,A great deal,A great deal,A great deal,Being democratic,9,7,5,8,8,Economy growth and creating jobs,10 There is abundant corruption in my country,Few of them,Most of them,Few of them,Most of them,Few of them,Strongly agree,7,Quite good,Agree,Hard to say,Agree,Hard to say,Agree,Hard to say,Agree,Hard to say,Let people come as long as there are jobs available,Very much,Very much,Equality,Freedom,Yes,Making sure this country has strong defence forces,Making sure this country has strong defence forces,Fighting rising prices,Fighting rising prices,Progress toward a society in which Ideas count more than money,Progress toward a less impersonal and more humane  society,9,8,9,8,9,7,8,Yes,No,Yes,Yes,Completely disagree,Never justifiable,3,2,Never justifiable,2,3,2,2,Never justifiable,2,Never justifiable,2,5,2,2,3,Never justifiable,2,2,Definitely should have the right,Definitely should have the right,Definitely should have the right,Very often,Not often,Fairly often,Not often,Very often,Very often,Fairly often,Fairly often,Very often,Fairly often,Rather important,Very good,Fairly good,Fairly bad,Fairly good,Very good,9,5,9,5,8,5,5,9,6
2023,India,IN-BR Bihar,Rural,Male,16-24,Hindi,Single,Middle,Lower middle class,16,Very important,Very important,Very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Agree strongly,Agree strongly,Agree strongly,Agree,Agree,Agree,Agree strongly,Agree strongly,Agree,Disagree strongly,Agree,Agree strongly,Strongly agree,Strongly agree,Agree strongly,Our society must be gradually improved by reforms,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Do not trust at all,Do not trust very much,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Quite a lot,A great deal,A great deal,A great deal,Not very much,A great deal,A great deal,A great deal,Quite a lot,A great deal,Quite a lot,A great deal,Quite a lot,A great deal,A great deal,Quite a lot,A great deal,Quite a lot,9,9,8,8,8,8,Protecting environment,10 There is abundant corruption in my country,Few of them,Most of them,Most of them,Most of them,Few of them,Agree,Very high risk,Quite good,Agree,Agree,Hard to say,Hard to say,Agree,Agree,Agree,Hard to say,Prohibit people coming here from other countries,Very much,A great deal,Freedom,Security,Yes,A high level of economic growth,Making sure this country has strong defence forces,Maintaining order in the nation,Fighting rising prices,A stable economy,A stable economy,9,7,9,7,8,A lot better off,7,Yes,Yes,No,No,7,2,4,3,2,3,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,3,2,2,3,Never justifiable,Never justifiable,Never justifiable,Never justifiable,3,Definitely should have the right,Definitely should have the right,Probably should have the right,Very often,Not at all often,Fairly often,Very often,Fairly often,Fairly often,Very often,Fairly often,Very often,Not often,Very important,Very good,Fairly bad,Very good,Fairly good,Fairly good,9,8,7,8,9,7,7,5,8
2023,India,IN-BR Bihar,Rural,Male,16-24,Hindi,Single,Middle,Upper middle class,4,Very important,Very important,Not very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Not mentioned,Agree,Agree strongly,Agree,Agree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Agree strongly,Strongly agree,Strongly agree,Agree,Our society must be gradually improved by reforms,Don't mind,Bad thing,Don't mind,Trust somewhat,Trust completely,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust very much,Quite a lot,A great deal,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,A great deal,Quite a lot,Not very much,Not very much,Quite a lot,Not very much,Quite a lot,Quite a lot,Not very much,Quite a lot,Quite a lot,Not very much,Quite a lot,Not very much,Quite a lot,4,4,4,4,4,4,Economy growth and creating jobs,10 There is abundant corruption in my country,None of them,Most of them,All of them,Most of them,Few of them,Agree,6,"Neither good, nor bad",Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Let people come as long as there are jobs available,Not much,Not much,Freedom,Security,Yes,A high level of economic growth,Seeing that people have more say about how  are done at their jobs and in their communities,Maintaining order in the nation,Fighting rising prices,Progress toward a less impersonal and more humane society,A stable economy,6,4,6,4,4,4,4,No,Yes,Yes,No,5,5,3,6,6,Never justifiable,2,5,Never justifiable,Never justifiable,6,Never justifiable,Never justifiable,5,2,5,4,Never justifiable,Never justifiable,5,Definitely should have the right,Definitely should have the right,Definitely should have the right,Fairly often,Fairly often,Not at all often,Fairly often,Very often,Fairly often,Not often,Fairly often,Not often,Fairly often,Rather important,Fairly Bad,Fairly good,Fairly bad,Fairly good,Bad,5,3,6,4,5,3,4,3,4
2023,India,IN-BR Bihar,Rural,Male,25-34,Hindi,Married,Higher,Lower middle class,7,Very important,Very important,Very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Agree strongly,Agree strongly,Disagree,Agree,Agree,Agree strongly,Agree strongly,Agree strongly,Agree,Disagree strongly,Agree,Agree strongly,Strongly agree,Strongly agree,Agree strongly,Our society must be gradually improved by reforms,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Do not trust very much,Do not trust at all,Do not trust at all,Do not trust at all,A great deal,A great deal,A great deal,A great deal,A great deal,Quite a lot,Quite a lot,Quite a lot,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Don't know,Don't know,Don't know,Don't know,Don't know,7,8,8,7,8,7,Economy growth and creating jobs,7,Most of them,Most of them,Most of them,Most of them,Few of them,Agree,7,Quite bad,Agree,Hard to say,Hard to say,Hard to say,Agree,Disagree,Agree,Hard to say,Prohibit people coming here from other countries,Very much,Very much,Freedom,Security,Yes,A high level of economic growth,Seeing that people have more say about how  are done at their jobs and in their communities,Maintaining order in the nation,Fighting rising prices,A stable economy,Progress toward a society in which Ideas count more than money,6,7,7,8,7,7,7,Yes,No,No,No,7,3,4,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,5,4,4,Never justifiable,Never justifiable,Never justifiable,Never justifiable,8,Definitely should have the right,Definitely should have the right,Probably should have the right,Very often,Not at all often,Not often,Very often,Very often,Very often,Very often,Fairly often,Very often,Not often,Very important,Very good,Fairly good,Very bad,Very good,Fairly good,7,5,7,6,Not an essential characteristic of democracy,4,8,4,5
2023,India,IN-BR Bihar,Rural,Male,25-34,Hindi,Married,Middle,Lower middle class,4,Rather important,Very important,Not at all important,Very important,Rather important,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Agree,Agree,Agree strongly,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Our society must be gradually improved by reforms,Good thing,Good thing,Don't mind,Trust completely,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,Do not trust very much,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Quite a lot,None at all,Quite a lot,A great deal,A great deal,Not very much,Quite a lot,A great deal,Quite a lot,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,9,9,7,9,5,6,Economy growth and creating jobs,7,Most of them,Few of them,Most of them,Few of them,None of them,Agree,8,Quite good,Agree,Hard to say,Agree,Hard to say,Agree,Hard to say,Hard to say,Hard to say,Let people come as long as there are jobs available,A great deal,Very much,Equality,Freedom,Yes,Making sure this country has strong defence forces,A high level of economic growth,Giving people more say in important government decisions,Maintaining order in the nation,A stable economy,A stable economy,6,5,6,8,5,7,7,Yes,No,No,No,7,4,2,2,Never justifiable,2,Never justifiable,2,Never justifiable,Never justifiable,2,2,2,Never justifiable,Never justifiable,2,2,2,3,2,Definitely should have the right,Definitely should have the right,Definitely should have the right,Very often,Fairly often,Not often,Fairly often,Fairly often,Fairly often,Not often,Fairly often,Not often,Fairly often,Rather important,Fairly good,Fairly bad,Fairly good,Fairly bad,Fairly good,4,8,9,7,9,3,9,7,4
2023,India,IN-BR Bihar,Rural,Male,25-34,Hindi,Single,Higher,Lower middle class,4,Very important,Very important,Very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Agree strongly,Strongly agree,Agree,Agree,Our present society must be valiantly defended against all subversive forces,Bad thing,Good thing,Bad thing,Trust completely,Trust completely,Trust somewhat,Trust completely,Do not trust at all,Do not trust very much,A great deal,A great deal,Quite a lot,Quite a lot,A great deal,A great deal,A great deal,A great deal,Quite a lot,Quite a lot,A great deal,A great deal,A great deal,Quite a lot,A great deal,A great deal,Quite a lot,A great deal,Quite a lot,Quite a lot,Quite a lot,Quite a lot,A great deal,A great deal,A great deal,Quite a lot,Being democratic,9,8,9,8,9,Economy growth and creating jobs,10 There is abundant corruption in my country,Few of them,Most of them,Few of them,Most of them,Few of them,Agree,Very high risk,Quite good,Agree,Hard to say,Agree,Hard to say,Agree,Agree,Agree,Agree,Let people come as long as there are jobs available,A great deal,Not much,Freedom,Security,No,A high level of economic growth,A high level of economic growth,Fighting rising prices,Protecting freedom of speech,The fight against crime,Progress toward a society in which Ideas count more than money,9,8,9,8,9,9,8,Yes,Yes,No,No,9,2,Never justifiable,2,Never justifiable,2,3,3,2,Never justifiable,2,Never justifiable,2,Never justifiable,2,2,2,3,3,2,Definitely should have the right,Probably should have the right,Definitely should have the right,Very often,Not often,Fairly often,Not often,Fairly often,Fairly often,Not often,Fairly often,Not often,Fairly often,Very important,Very good,Fairly bad,Fairly good,Very good,Fairly good,8,9,8,7,9,7,9,7,9
2023,India,IN-BR Bihar,Rural,Male,35-44,Hindi,Married,Middle,Lower middle class,4,Very important,Very important,Not very important,Very important,Rather important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Agree strongly,Agree,Agree strongly,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree or disagree,Agree,Our society must be gradually improved by reforms,Good thing,Don't mind,Good thing,Trust completely,Trust completely,Trust somewhat,Do not trust very much,Trust somewhat,Do not trust very much,A great deal,A great deal,Quite a lot,Not very much,A great deal,A great deal,A great deal,Quite a lot,Not very much,A great deal,A great deal,Quite a lot,A great deal,Quite a lot,A great deal,A great deal,A great deal,A great deal,Quite a lot,A great deal,A great deal,A great deal,Quite a lot,A great deal,Quite a lot,Quite a lot,Being democratic,There should be greater incentives for individual effort,8,9,8,8,Economy growth and creating jobs,10 There is abundant corruption in my country,Few of them,Most of them,Few of them,Most of them,Few of them,Agree,Very high risk,Quite good,Agree,Hard to say,Agree,Hard to say,Hard to say,Agree,Hard to say,Agree,Let people come as long as there are jobs available,A great deal,Not much,Equality,Security,No,A high level of economic growth,Making sure this country has strong defence forces,Protecting freedom of speech,Fighting rising prices,Progress toward a less impersonal and more humane society,Progress toward a less impersonal and more humane  society,Completely agree,8,9,7,9,9,8,Yes,Yes,No,No,Completely disagree,2,2,Never justifiable,2,Never justifiable,3,Never justifiable,2,2,Never justifiable,2,Never justifiable,2,2,2,2,2,2,2,Definitely should have the right,Probably should have the right,Definitely should have the right,Very often,Fairly often,Fairly often,Fairly often,Fairly often,Fairly often,Fairly often,Fairly often,Not often,Fairly often,Rather important,Fairly good,Fairly good,Fairly good,Fairly bad,Fairly good,8,9,8,5,8,5,7,9,8
